Id	SE_HS	SE_PT	SE_#1#	SE_GG	SE_NL	SE_TreeFull
ENST00000342160	0.00024123916134122998	0.00032915982998165446	0.0004598387937446427	0.0004806817965336811	0.0005020505624318564	0.000913235185530438
ENST00000377560	0.00041537756472218685	0.0004140462670647292	0.00040716903059645807	0.0004175245202518006	0.0007552823365102159	0.001157629625839288
ENST00000420323	0.0008624594887080777	0.0009908925805370069	0.0007947342412644588	0.0014709492218622278	0.002015214439480216	0.0028896054514165694
ENST00000378402	0.0011076302316423195	0.0009634682741704807	0.0006141050077053642	0.0010099316950178086	0.002123865827367456	0.002787323547520971
ENST00000635942	0.0011398054716451023	0.0011183217837649044	0.0011003933306765387	0.0015002474588370503	0.0028034110049950955	0.0037560565763669757
ENST00000620676	0.0006892404126241593	0.000678908908633266	0.0002531776066862538	0.0007368977944690673	0.0013848373283889615	0.0018504987605438695
ENST00000261383	0.0008879053000756503	0.000837694141801538	0.0006065928757821348	0.0011161391375545354	0.0019989865053349183	0.0026897306006204115
ENST00000613296	0.00144541601682382	0.0015406074554120135	0.0004973339048275878	0.0014717688762707869	0.003016258897071484	0.0038616856883755286
ENST00000312428	0.0009043246062881075	0.0007908194566995797	0.0002542026703520503	0.0011224081897867086	0.0017280582837748183	0.0023440539488040514
ENST00000446378	0.0011987339517238924	0.0012666229429196645	0.0008788236357195696	0.0016026874881205789	0.002892464483546221	0.0037999330280997596
ENST00000512123	0.0011898365132352665	0.000924415321726683	0.0007257991747833477	0.0011743885618255765	0.002031212312483013	0.0028050938375864393
ENST00000358544	0.002313946442386549	0.0017564826442151762	0.002896703638348853	0.0018904301031067682	0.0035366280093897776	0.005709967713579411
ENST00000672209	0.0008927890298632208	0.0008079591733702832	0.0005641692426889408	0.0009504767012407052	0.001956201271667291	0.002542191357897186
ENST00000359028	0.0009558116666585091	0.0008953064665439449	0.0005687420976798695	0.0011221611117047646	0.002059704544172588	0.0028514862389014657
ENST00000296452	0.0008190231412780348	0.0009066285364198751	0.0004679936815992563	0.0009216446298286064	0.0018358404962064416	0.0023702835407332407
ENST00000371117	0.0012141387447600165	0.0010117241698222835	0.0006697461921916009	0.0015130284659137076	0.002659043033316696	0.0034196910179360566
ENST00000389793	0.001124302397393818	0.0011319343090804234	0.0002593815692142805	0.0008511240853731433	0.0019637143453608745	0.002646610604401574
ENST00000297405	0.0007753726797961913	0.0007122471058143457	0.00028042235174886344	0.0007288691455693636	0.0011994755880786092	0.001790539781089462
ENST00000357033	0.000976931592481848	0.0006827294671788384	0.00046431197632389583	0.0008116021356526682	0.0015507421717035166	0.0021277835702935544
ENST00000644861	0.001085587645834391	0.0011744099684404612	0.0003966405726165946	0.0007774309362109557	0.0016330850289658619	0.002466074691196355
ENST00000375759	0.0008244894111388083	0.0008714251404871767	0.0006572224661967682	0.0011425446459853317	0.001971538359382633	0.00260399134059907
ENST00000268489	0.0007148688926434369	0.0008201449100548061	0.00043346670513871416	0.0009612014701373416	0.001565611276038274	0.002245679181853869
ENST00000651372	0.0008482903450627232	0.0005910833617261092	0.00030711808093710315	0.000885074011399378	0.0013597057670512544	0.001942029293700541
ENST00000401783	0.0010170392473217004	0.000996989089951997	0.00048595589564152773	0.0010493295347428983	0.0020448754234988005	0.002691228333103184
ENST00000398571	0.0004993895604963814	0.00047190488038137656	0.00028933499516810534	0.0007976161995980146	0.0009833239166504217	0.0014666590434706016
ENST00000520002	0.0009359525696569054	0.0006281110367404642	0.0006246984724600286	0.0010716939285262373	0.002032513599034686	0.0026765853804441775
ENST00000314191	0.0007958413481389577	0.0008332766960942068	0.00045088741623975807	0.0007824256495940145	0.0017009142037722627	0.0022761896935568175
ENST00000373381	0.0007808319481783155	0.0008116027948706712	0.0004242825308777947	0.0009710957061670164	0.002033786450886017	0.002608471756914206
ENST00000424685	0.0005850372513535147	0.0005994261777195372	0.00040645308607612114	0.0006422447178356393	0.001116130870033081	0.001634076887901455
ENST00000634258	0.0007005710702799064	0.0008119882138947905	0.0004271039402955492	0.0007700046925419443	0.0012616302696217257	0.0018779530118993796
ENST00000367409	0.0012645280130618346	0.0010594763576497366	0.0009773992065184372	0.0016165704382184445	0.0024479128194951376	0.003352717774024424
ENST00000367545	0.0008774288282051662	0.0009509514840483583	0.0005839548368417769	0.0010652263469704678	0.0017810725956450954	0.0025098616505709326
ENST00000295888	0.00041376908533718147	0.0007011930229449563	0.0002952513513639375	0.0007052614998256001	0.0010341438392154352	0.0014477937600965395
ENST00000252999	0.002004888746739388	0.0010017252562455378	0.000883629401086196	0.0023890971019226506	0.003580440603697717	0.004871097914200316
ENST00000380152	0.001034988769079457	0.001079286116962129	0.0004119252649647532	0.0012456977343400456	0.003929890918972099	0.004286312633472787
ENST00000299441	0.0007716927311558227	0.0010196294055001443	0.0004160789749915657	0.0007717922108032762	0.001719836679662354	0.002318378709141802
ENST00000164024	0.0010035347743530118	0.0010767623370774694	0.0006623130056328096	0.0011084233569994574	0.0017793134439736257	0.002663440176811377
ENST00000377833	0.0012174888446761197	0.0013117281043681672	0.0005780103276938062	0.001828960661167296	0.0025600847246814045	0.0035464389860007943
ENST00000359863	0.00031231598710391816	0.0004359854891953249	0.0003217447946798953	0.00030407547827723423	0.0005117696075641251	0.0008781308783235144
ENST00000393667	0.0011232741243337096	0.0011693436687180796	0.000433540115853497	0.0012611543604070963	0.0027748032352314894	0.0034733801820738333
ENST00000359568	0.0015424975410628446	0.001606523868060515	0.0010731683661169443	0.0017823037711851791	0.003209392027288814	0.00428865334921544
ENST00000368654	0.001611402080455661	0.0015983415497981253	0.0012229615291566472	0.00202831299990403	0.004019227808715041	0.004875411036401023
ENST00000295550	0.000963944499566242	0.0008292537325104304	0.0006883784801691434	0.0007883967649894488	0.0017808040088319783	0.00244376808152392
ENST00000360280	0.0006844925947196443	0.0009144824370795313	0.0007530519769319698	0.0009168386889539805	0.002159489843753057	0.0027218973932779033
ENST00000439458	0.0006966668766886467	0.0004501424875330319	0.0004483886899878823	0.0009500654730908494	0.001040739103619232	0.0016725799505745034
ENST00000262518	0.0006999003020569669	0.0007493364211537658	0.0004567446620965476	0.0009021008169713865	0.0018495631172281957	0.002338022938890104
ENST00000370621	0.0014452829557820008	0.0015464684647401288	0.0009999270752797317	0.0016463139981585944	0.003144436718876065	0.004179930343031606
ENST00000638951	0.0015810174865442254	0.0011750661214836918	0.001007695995461733	0.0018549908189615645	0.0032190786410584895	0.004177105608785055
ENST00000615845	0.0007813988790515709	0.0010004004584084909	0.0007267873530508246	0.0013953873193805841	0.002536993002888424	0.003265931360347451
ENST00000322507	0.0005511293789764023	0.000750944593919425	0.0006418745136166794	0.0007737559125620253	0.0016634082539750724	0.0021801031022635198
ENST00000367607	0.0007369296295960527	0.001137685336089078	0.0009959563138192745	0.0013754758949727371	0.0024879806304082333	0.0032372133346580674
ENST00000508244	0.0012449258436684988	0.0013693915315678878	0.0010747300179931268	0.001766416621104972	0.0031216408928510415	0.004126911828032915
ENST00000313654	0.0010280321133472423	0.001184690917145461	0.0011187092189394818	0.0014553987354152859	0.0025853225315674204	0.003471878905579953
ENST00000355072	0.0010549922685152355	0.0008780261445828681	0.0005704049967906378	0.0007377498452711042	0.0019032168131521662	0.0024607415365349183
ENST00000543779	0.0008253698438775247	0.0009447362407975783	0.0003347876182329027	0.0008858130215161817	0.0014634668084853395	0.0021775276889490188
ENST00000421865	0.0010298347190534024	0.0012144083716237504	0.0006833074539672781	0.0011103614018127793	0.0020566444034657667	0.0029485012555967222
ENST00000389658	0.0010075460789243473	0.0013129229206516506	0.0007436045663291174	0.0012952505316854816	0.0025581924522197932	0.003339183036574623
ENST00000394143	0.001468427156494823	0.0013597766589212078	0.0012137089028662572	0.0017564023181185072	0.0032217723915052374	0.004274083248417924
ENST00000040738	0.0010368084336944837	0.0012209184194369263	0.0008011987427239553	0.0015120758573049567	0.003051831675619152	0.0037901845256919442
ENST00000539542	0.0008697447466591296	0.0007428595050619542	0.0003454087374762367	0.0012730600660965062	0.0018253489312272204	0.002432276650847134
ENST00000382031	0.0009279566458167775	0.0011185662568968455	0.001060537814226054	0.001200335439780913	0.002618066256399629	0.003410826279929712
ENST00000503238	0.0005819676360623157	0.0007242803671705577	0.0005558652724727828	0.0006744664812139879	0.0013827623397416864	0.0018761405368560736
ENST00000366955	0.001408425354093191	0.0013830904036983237	0.0006439522951529072	0.0016395267753831298	0.002868445083958837	0.0038080176169916886
ENST00000278616	0.0008721011944405641	0.0010211401836446336	0.0006726016254462561	0.0010108724840604722	0.0018005284610080998	0.0024721417951075303
ENST00000598234	0.0018949570259534127	0.0018693093445282033	0.0010500001247871467	0.0017491330002528673	0.004307313133294126	0.005400960668403292
ENST00000423902	0.0004802413800671206	0.0006701978759943745	0.0003137455809145542	0.0005770303285227358	0.0011339204458740808	0.0015974502959950365
ENST00000524981	0.0030768512850713587	0.0050857619666859165	0.0025963093974296406	0.0031677110101175935	0.00561731654081236	0.009081688013892057
ENST00000381638	0.0009457074844417903	0.0007779133739248375	0.0007142370728764621	0.0011777565998452957	0.0016425726095173046	0.0024420868934462233
ENST00000645453	0.0017597790192333323	0.0016536262575311286	0.0010761360670528165	0.002329682714403167	0.004148092961583041	0.005363387936698479
ENST00000647500	0.0006087632808072135	0.0004886308751293942	0.000337862812243645	0.0005877748369223877	0.0009133532603666011	0.0013732430047074951
ENST00000645898	0.0006184719773352837	0.000920958983475809	0.0007167464419883172	0.0009005453134728697	0.001726640488221787	0.0023732640812147497
ENST00000328333	0.001328184939874932	0.0010303172775284017	0.0011554176112989671	0.0014095610218167573	0.0022248053872480113	0.0032900178992459183
ENST00000219905	0.0010986071575850036	0.0009609842965211348	0.0008898523735369361	0.0014870613608005414	0.0017645348894025819	0.0029053691049974032
ENST00000389622	0.0017548137098704773	0.0012238218644467314	0.0011164839328022956	0.0018198759300734047	0.00352056358973827	0.004669268755422693
ENST00000447540	0.0006770617641387292	0.0003966136558674797	0.0005863810850203753	0.0012124173023373192	0.00143719417562329	0.0020885127878872405
ENST00000399391	0.0016096546923405853	0.0011650689067533096	0.0007158139196889345	0.0016656320991231214	0.002754128185136116	0.0038331452861434597
ENST00000368802	0.0008368554817337585	0.0009090920202422466	0.0007491205807205127	0.001434803817958995	0.002054108787020683	0.002895310765606618
ENST00000262738	0.0013393944304470491	0.0016312449947373704	0.0007397555181286304	0.0012099852263143108	0.002052219206868782	0.003261601604337717
ENST00000316623	0.00034035975433741245	0.0003428923239885303	0.0005014248614294286	0.0006159974141921592	0.00156214420603305	0.0018488307446311465
ENST00000262464	0.0007351605474228685	0.0006305748371671233	0.0003795057156560598	0.0006573846379512978	0.0010973462763544971	0.0016509281693944473
ENST00000369005	0.002083247629152256	0.0013403640364873463	0.0012950140333131003	0.0022353480824155877	0.003107582975841472	0.004743552813384047
ENST00000379802	0.0006097279357364901	0.0009386760743954691	0.0004801093213895316	0.0006175554017850008	0.0012488364690749314	0.0018340550991706348
ENST00000344204	0.0005120245049482831	0.00036905531813482596	0.00034311630011603134	0.0008235318548020395	0.0011698157591201641	0.0016233650364206819
ENST00000271332	0.0009537726130646643	0.0007306923455536131	0.0006491581418640801	0.0008184625538464312	0.0015002233850188896	0.0020608588967186365
ENST00000447313	0.0014243035334139441	0.0015332283594002853	0.0013316011979088399	0.001626192079505226	0.0032999832848465242	0.0044371314546757116
ENST00000251268	0.000893179091180942	0.0007305032434939848	0.0007028026337681406	0.00103666704524239	0.002372754506763979	0.0029144194528853288
ENST00000257430	0.0010548580767107095	0.0008803634038897776	0.00035287570590570027	0.000793845768145536	0.0017536331512394488	0.0022960084549605553
ENST00000321892	0.001156156196389769	0.0007917118699502706	0.0006909642610934175	0.0007788915919460744	0.0021733358560080567	0.002803576431065945
ENST00000438447	0.0011608622993973003	0.0015791794178627477	0.0005723417488895654	0.0017091733354662676	0.0033927027942396606	0.004248039894515825
ENST00000282516	0.000357014307475629	0.0007409791525592977	0.0006043002196616891	0.000620195555612726	0.0013599242527280045	0.0017654519903038191
ENST00000367742	0.0010753180993625783	0.0009717264522863187	0.0009065274296779163	0.0014088049294513853	0.0018666364253106748	0.002842238946420498
ENST00000520539	0.00035087880725988713	0.0004997983691425456	0.0003443973399910774	0.00036836928279318596	0.0009335499131755075	0.0012226625441335087
ENST00000518659	0.0006284627866946932	0.0003519876986035173	0.0005103353550901413	0.0006264254675088531	0.0009735142015368861	0.0013969444903823697
ENST00000530271	0.0011692495185582567	0.0010993900856847145	0.0005181059999507887	0.0008461720976266046	0.0021946537081870628	0.0028246778025273903
ENST00000361243	0.0014348767402375395	0.0010919127840615921	0.0011765278896511888	0.0018425883028820762	0.00327038375336222	0.00414143796168615
ENST00000289672	0.0015940802551249144	0.001971799820273736	0.0010667940338105126	0.0017896567687507477	0.003814691535129682	0.0050352874832426545
ENST00000580640	0.0011348025884089237	0.0011865171946856205	0.00040242586272728836	0.0008425219299244774	0.001732720926245909	0.0025710064955956255
ENST00000261637	0.0009023578029668816	0.0010462746484302817	0.0007232970366320747	0.0011860634798819168	0.002325897062911571	0.0030126581056866115
ENST00000450053	0.0013937832399548613	0.0008373849042649289	0.0009259671668081849	0.0013026748697067636	0.0024406596969300735	0.003368742993612258
ENST00000325888	0.0005849918896734294	0.0005907623756878775	0.0004240245742186326	0.0004367911719758118	0.001357236171431319	0.0016837428341121162
ENST00000422452	0.0006184611444792557	0.0008351595074244574	0.00037017262220763724	0.0011623247811857586	0.001092905251151216	0.00195590028379833
ENST00000368346	0.000852498007526108	0.0006533112447373127	0.0003544267865144519	0.0009331063945935446	0.0016396682517113407	0.0022061623719373605
ENST00000373233	0.0007478231163263965	0.0006465034923841616	0.0006519488432102664	0.0009477234329850472	0.002115631507880048	0.002596360048296748
ENST00000651877	0.0016842093862254079	0.001804343446497221	0.0005577253631448161	0.0017847414475727888	0.0027978061840753608	0.004090880180102557
ENST00000511685	0.0007278863510323939	0.0006600908186319558	0.00036775117611985203	0.0007974226176828368	0.0010992335323859494	0.001774566845798587
ENST00000379388	0.001673267911638087	0.001256211799837515	0.0008259892503386075	0.0011821152299470402	0.0026952038363072636	0.0037969400971306737
ENST00000220616	0.0019564154213783614	0.0011815647705408906	0.0005260377072379566	0.0018680215845931281	0.003058011764500767	0.004236247775513753
ENST00000439151	0.0011594036938019172	0.0003808817405470541	0.0005571605630613026	0.000958165093855105	0.002134287363966375	0.0027233951851115368
ENST00000278550	0.0007459099666467854	0.0011352711799438408	0.0006557248076261416	0.0010041914225356855	0.001392486703677163	0.0023241819156884797
ENST00000449802	0.0009298667980663249	0.0011638704692257264	0.0007025967712853731	0.001084618926622711	0.0022501253309779386	0.0029928010471330616
ENST00000265148	0.0013988874649183377	0.0017244038464232113	0.0005347113576517288	0.0015031750835438106	0.002610363132464973	0.003756591733158749
ENST00000381340	0.0005352308790476914	0.0007346159894117666	0.00037552580810730095	0.0007452780569989093	0.0012299456602912295	0.0016990495189794174
ENST00000649015	0.0011644064235482603	0.0003864826982930294	0.0003804187130754119	0.0005044831294135779	0.0006581222827006459	0.0015514445848163806
ENST00000369577	0.0008439230684500117	0.0008961381438848889	0.0007590793733883596	0.0013410278254233786	0.0021737427331527687	0.002882208701638981
ENST00000300648	0.0009928606916947867	0.0005463054635739585	0.0005434591898089315	0.0006835644843373055	0.001342091275808354	0.002005170796722105
ENST00000357232	0.0018948678236923155	0.0012355593687162787	0.0008454983101962598	0.0015417460303666245	0.003008368322079564	0.004104573429892016
ENST00000553484	0.0007488295268663346	0.0009115718823663479	0.0005336532595822605	0.000664159956754682	0.0011678305196492706	0.0018737325522528937
ENST00000446231	0.0006629935010088715	0.0010010740298095624	0.00045698979496976237	0.0006463900218567528	0.0008883499809209717	0.001705135435558906
ENST00000350721	0.0010797157315145286	0.0008648912036465821	0.0008448405067775423	0.0005434150812928084	0.0017362930624224087	0.00234537417219766
ENST00000490882	0.000951150873602674	0.0007758945661262767	0.000394142857445264	0.0007743036137602102	0.0008744301178815833	0.0017554858567397945
ENST00000467148	0.0013419131902895536	0.0014862156485272366	0.001132180031301814	0.001511402621839054	0.0036143462345150446	0.004465461659295832
ENST00000378330	0.002100203622088662	0.0019741728106827546	0.0009463953576362641	0.0018561185319891599	0.003228442108943868	0.004701922059089481
ENST00000224140	0.001128835950896067	0.00197497136439672	0.0005486125704272917	0.0018769270445171448	0.003715534905692299	0.004704933201035587
ENST00000262715	0.0015192334385050687	0.0016879145926381118	0.0007048465607328454	0.0011278365291320315	0.003227931491367246	0.004180971856934765
ENST00000358731	0.001652333148408757	0.0016883932285159443	0.0004119740488205141	0.0017802443570820007	0.00407617342333238	0.004993589246082613
ENST00000368586	0.0021859782994143617	0.0018464295717415743	0.0007730922329780552	0.001870182841659894	0.003701758301406249	0.004929045401831727
ENST00000272895	0.0006878489536890194	0.0013616558455355715	0.0005703116266600522	0.001302779727916431	0.00184303109415753	0.002700420877669354
ENST00000611816	0.00038264736098615726	0.0003845458686483358	0.0003849975140509214	0.0006775243070482808	0.0006754767407985969	0.0011332962096147342
ENST00000399982	0.0005422352466365706	0.0007815412835484334	0.000527069809079953	0.00040174972859472136	0.0008913999461800095	0.0014422052828294242
ENST00000282041	0.0008973607958819666	0.001013945304292879	0.0007448087188456382	0.0007599416057284652	0.0022484692397627868	0.0028530264976503613
ENST00000294383	0.00040704964340678416	0.0005893075109941154	0.0004056715422589619	0.0005517164676870122	0.0012455718841451662	0.001613936531841305
ENST00000321725	0.0012015213440875862	0.0010669788014654594	0.000981714243965705	0.0011009961694700412	0.001955649289250548	0.0028884223814196826
ENST00000419474	0.0011056876102035484	0.0013316802920126782	0.000387524200818099	0.0014105558811696485	0.0027436829890204015	0.003489715063351336
ENST00000409792	0.0010358487362685034	0.000989648155752638	0.0007111462275249019	0.0013535866624310637	0.0022755906766838353	0.003029570585896152
ENST00000325212	0.0017387302418860441	0.0015729492683412057	0.001109968292357192	0.002002846986111083	0.003992423782737805	0.005061744152652967
ENST00000352632	0.0007332204375832007	0.0009633107693870674	0.0005960542185896284	0.0008624499474962753	0.0006985827677305326	0.0017223919275422494
ENST00000356056	0.0009960471455048342	0.001049059545387685	0.0004000466438446792	0.0016212769678259746	0.0021060487365180272	0.003004450281609531
ENST00000420124	0.0008628508069128914	0.0012536741340814397	0.00044010416074077814	0.0012387581249570878	0.0017832796718562905	0.0027261484780779503
ENST00000403625	0.0016952907543845387	0.0013016067466783616	0.0007465468356326652	0.001650697296159858	0.0030588733942595765	0.004065519935483919
ENST00000584436	0.001415367863596087	0.0013828340172941348	0.0009922450947919513	0.001830447259544133	0.003667221940635967	0.004544782579199758
ENST00000407587	0.002149843430927008	0.001670225142165225	0.0009844831534447788	0.0014897591767040422	0.0029249898903617785	0.00429437692340928
ENST00000361445	0.0004298088768842165	0.0004388478986232844	0.000583008086755995	0.00042796393180078384	0.0007571900592376018	0.001232551708135623
ENST00000572681	0.001056022315857438	0.000748052627588297	0.0005882343687894702	0.001146923348141734	0.0010340254911424857	0.002121529904998361
ENST00000298910	0.0012925628781484278	0.0010319350566266282	0.0005515027926069415	0.0014938081887474737	0.002790084420050188	0.003565625638859556
ENST00000277225	0.0009633884399249926	0.000789326722665245	0.0004046228847498501	0.0006706941067032676	0.0015736861884582817	0.0021735200205925433
ENST00000347230	0.0009366771228785051	0.0010608205359081552	0.0005705113660455903	0.0012592100299509514	0.0024963584900519952	0.003172881937000089
ENST00000630866	0.0007360457250349537	0.00041810206893554835	0.00045317578209518364	0.0004421755510433042	0.0008780177744807576	0.001380241623607099
ENST00000506447	0.0015351150329490633	0.0013777997142552455	0.0010750968804597257	0.002140392586353769	0.002761215663946412	0.004178262648315027
ENST00000637992	0.0009258340182179876	0.0007127308720397074	0.0004081718155191231	0.0008416059371592935	0.0018198844381643628	0.002430822050747672
ENST00000373344	0.00079789766054799	0.0008201278282366987	0.000556809780165329	0.0009034358460943146	0.0015414098711977102	0.0022003311654051616
ENST00000358602	0.0004099288808372576	0.00042941667144800886	0.0004049475830076787	0.0003861656080765036	0.0007001665605668877	0.0010696194575226358
ENST00000527559	0.0008959888512690835	0.0007581271610271155	0.0004563449359636629	0.0009859644817683825	0.001631816403386749	0.0023044242219649276
ENST00000436978	0.00105784740339804	0.000891392922236664	0.0008246486098173036	0.0011441178199622043	0.0023766208179093525	0.0030340756058407988
ENST00000397906	0.000769165280499993	0.0010755730632945818	0.0006764281661316893	0.0009809719298388728	0.0025612313857414836	0.003132625141891145
ENST00000356956	0.0008227973854530936	0.0011627110688927913	0.0009627608620166166	0.0011557033594406898	0.002799538734836275	0.0035814582858896393
ENST00000237163	0.0007355168354884271	0.0009150114353207031	0.000548225948653952	0.0008257301484155923	0.0019594440090293925	0.00246060905613954
ENST00000354785	0.0010007573000821472	0.0008086567933963757	0.00040856117570691933	0.0009970406758855897	0.0015656128656306367	0.0021956150390652724
ENST00000405201	0.0008684995524558958	0.001131958931235105	0.00044335974230623053	0.0011406707927941217	0.0021951465765365874	0.0029043271965722996
ENST00000306749	0.0013902670157632726	0.0013202726381636174	0.001194754825974307	0.00187949197976634	0.0032071730956426117	0.004257219423638472
ENST00000338432	0.0009637766815884384	0.0012139600772233423	0.0007024735987023092	0.0010508498843280264	0.0014915095874863857	0.002450148564471818
ENST00000614293	0.0010096631988893384	0.001533110248715207	0.000726291410711847	0.0008565650807493046	0.0025081038327522454	0.003282829314239313
ENST00000388887	0.001054868268761071	0.0010859800992528653	0.000839565105987186	0.0013420546942918608	0.0030155460598293893	0.0036853908346686235
ENST00000012134	0.0009189317311448236	0.0009210582555462008	0.0005792881489796064	0.0007874248954559958	0.0017347250935617028	0.002381561122466952
ENST00000621776	0.0014752790832980546	0.0009090563278099525	0.0014364048616718145	0.0019394596995397043	0.0038637649633511085	0.004829339122758579
ENST00000262367	0.0005792275165089206	0.0004129858501845062	0.0007754011523180989	0.0008152895493524034	0.0014243611955790986	0.0018954193394950356
ENST00000399262	0.0007542797327503171	0.0007121962889993379	0.0007336641291246643	0.001248717218757743	0.0017091484572638656	0.0023246724577899464
ENST00000397527	0.0009392912640884244	0.0011378520709649867	0.0010363190590921942	0.0013377790136174035	0.003540986415399987	0.0040657984035041735
