Id	SE_HS	SE_PT	SE_#1#	SE_GG	SE_NL
ENST00000040738	0.022580095546925125	0.02613648244280605	0.017709759357791933	0.03159560017604711	0.042067000363607415
ENST00000539542	0.04349765321733442	0.038099910386389255	0.018464828922694125	0.05936348898475923	0.06722118117231478
ENST00000382031	0.024924363267142903	0.029261728353437284	0.028074235950336056	0.03162050377830976	0.045649739810523504
ENST00000503238	0.05348074921310563	0.06741687613027397	0.051516662469917096	0.06293341851129755	0.09200794180980217
ENST00000366955	0.02779972903748342	0.028288470104588615	0.013738658055740833	0.032575323346938995	0.04310336993714358
ENST00000278616	0.04261797471225053	0.050190220384613383	0.03380645463893681	0.04934567000378696	0.06619913506048238
ENST00000598234	0.021892162950402343	0.02182341688185782	0.012670628093042648	0.020525245908077142	0.03340369464504604
ENST00000423902	0.06596062965426765	0.0876882374273633	0.04606868205247576	0.07651518576970907	0.11100033560426427
ENST00000524981	0.06368653846099294	0.09303197563734397	0.05603406020277201	0.0651987085285019	0.09654347398979743
ENST00000381638	0.04879398694594275	0.04154066679800163	0.03925310015939761	0.05892450426527684	0.06901033459517082
ENST00000645453	0.022955992150024022	0.02177341019124194	0.014751813253064947	0.02951567979025859	0.038066867239687344
ENST00000647500	0.10181843811397123	0.08402945264109071	0.062321318604366134	0.09940933790925878	0.12840194372293953
ENST00000645898	0.03803634972857949	0.05560993208076895	0.043235068682619324	0.054263952694931714	0.07535045252183321
ENST00000328333	0.037729582530974776	0.030682150258252605	0.03360490471344111	0.03949860423053333	0.05368205053717684
ENST00000219905	0.042591890515998994	0.039332698940534705	0.035860340407512986	0.054631071519357165	0.05987286111433545
ENST00000389622	0.025653877199768405	0.018836574531051004	0.01721017767387034	0.02684295883960571	0.0370310507419144
ENST00000447540	0.05682254009644898	0.03401266100817435	0.048521322433718504	0.0891799517557523	0.093488632659971
ENST00000399391	0.03586480257738341	0.02705062376160425	0.017248937139075153	0.03597651975898188	0.04548828267768494
ENST00000368802	0.03283376889025387	0.03567351748649911	0.029580105576160625	0.05178633211264567	0.05922672168710366
ENST00000262738	0.0434793832719103	0.048909054113877574	0.025540018340202798	0.03999384747857315	0.05850923410069322
ENST00000316623	0.037372518865970525	0.03680741939698004	0.053537379462607816	0.06269253708327584	0.08743412314792758
ENST00000262464	0.09239320761308248	0.08161074152305736	0.05037243477952902	0.08475714102594452	0.11715632147200593
ENST00000369005	0.07733419351159973	0.05279475396990695	0.052496234953390085	0.0814396008757078	0.0989099372652945
ENST00000379802	0.062017465009584105	0.0878260737850941	0.05014689238779757	0.060902554281939	0.09622872413061716
ENST00000344204	0.0721327086580886	0.0536605989345841	0.051970552939468576	0.10363659325038099	0.11810815508387257
ENST00000271332	0.06597291214394575	0.05271137999677371	0.04665623843076694	0.05754335757438389	0.08570937705464124
ENST00000447313	0.023510648839571453	0.02471016360448794	0.021331964978368895	0.025708532420866338	0.03810792373461791
ENST00000251268	0.041177932946794865	0.03414309518105449	0.03304466871960407	0.046157689875574254	0.06634331197621823
ENST00000257430	0.06194358740516919	0.05233443415888142	0.021921522727339424	0.04621004661854622	0.07689346378094639
ENST00000321892	0.0464007292907911	0.0346215562527596	0.030035418457548545	0.034089404631577884	0.061521975837020466
ENST00000438447	0.02508639818100436	0.033575101235700025	0.01264583646978352	0.035282904018435764	0.04639368278494915
ENST00000282516	0.03999573501583203	0.0766682206038515	0.06525431608992698	0.06645212959712898	0.10670341978280852
ENST00000367742	0.044808137718106614	0.040066811738295904	0.038555228624164314	0.05425724938554628	0.06470241729903582
ENST00000520539	0.08185153762540036	0.11486238436688859	0.08173819035169527	0.08596982659117673	0.14975952711072288
ENST00000518659	0.10132672489533846	0.060252685138736946	0.08259430746894439	0.10081983889181252	0.13155879388405495
ENST00000530271	0.045694588754984056	0.04327811144469293	0.021434869823780227	0.035131941738828276	0.06194609025291785
ENST00000361243	0.027867857146420275	0.022030878780280098	0.023683136298839367	0.033963791998264235	0.04417697860326345
ENST00000289672	0.02204030702010481	0.026698621808224327	0.015016172778822697	0.0244725053442059	0.03682975545500504
ENST00000580640	0.06068795394388655	0.062155003883931276	0.023470672420611443	0.047710106246622634	0.07680396671119435
ENST00000261637	0.0353972693521178	0.03940540507345627	0.028368772515827166	0.045552625818710196	0.062262050402403436
ENST00000450053	0.045676642526671016	0.028810474023482257	0.031216461897936264	0.04231702607489345	0.05776393499134258
ENST00000325888	0.08649532102699704	0.08535776596501873	0.062098020205728216	0.06367017527946699	0.12671061586251747
ENST00000422452	0.058827013003158055	0.076545126577496	0.036792525554077984	0.0908059530745978	0.09121435981368776
ENST00000368346	0.05962699402557837	0.048193338912968293	0.027305319725818934	0.06481957419604646	0.08531456432187262
ENST00000373233	0.041693861620597336	0.03574272350311754	0.036941815353794684	0.05046642949273355	0.07292208768866341
ENST00000651877	0.03448091312141608	0.036467273808721945	0.012241366832862316	0.035965265392973136	0.0463819327108299
ENST00000511685	0.08127080259712503	0.07557876731839094	0.04478514184505919	0.08708380822740366	0.10568791213581896
ENST00000379388	0.04201092055204601	0.033441534069275185	0.022944272574772665	0.03189806484644446	0.05342212627607711
ENST00000220616	0.034721284284170754	0.02233800521471532	0.010297248208741437	0.03319989627815217	0.042827293081118496
ENST00000439151	0.05800037049315749	0.020459023415859375	0.030167378907371277	0.04836148894827039	0.07010709843496121
ENST00000278550	0.049781165422732095	0.06875242626149906	0.044362374230649426	0.061522273872400425	0.07881312804433116
ENST00000449802	0.03969172877714707	0.04882066933379301	0.03084686312627839	0.046247877719334744	0.06603737903708765
ENST00000265148	0.0346506059567194	0.04091877502041523	0.014051234874524235	0.03651425342437606	0.051006545723169504
ENST00000381340	0.06743110963402449	0.0864008319581427	0.04702296130626476	0.08839264358073134	0.11517979986253972
ENST00000649015	0.13070818000919038	0.06392504738112345	0.0638433321414812	0.08202068482604087	0.0999392727684384
ENST00000369577	0.03613027526712297	0.03884537132620917	0.03304734821824068	0.05448981250546471	0.06571615295653349
ENST00000300648	0.08482256610139731	0.051214877367048585	0.05304565680102652	0.062396350222422764	0.09720484054552125
ENST00000357232	0.036838695507100915	0.02525822101156081	0.01803383567074316	0.03087988406292704	0.044832707930767886
ENST00000553484	0.07909602490937531	0.08777250443411404	0.058244389147289626	0.06882412293100355	0.1003401994328385
ENST00000446231	0.09954983232133625	0.13403738262713974	0.07186938203875545	0.09733047276054946	0.12515888575825346
ENST00000350721	0.06294382651925452	0.05429200940273719	0.05280763620990207	0.034894466721482234	0.08332270286449951
ENST00000490882	0.10435358617226019	0.09084307584891868	0.05004846124740768	0.09134512787432593	0.09626011264175076
ENST00000467148	0.02549940297288425	0.027902996748472634	0.02187544755890848	0.028161441924304673	0.04327776502912637
ENST00000378330	0.039132713188667304	0.037417036069285675	0.019342237177167106	0.03669120622646618	0.05031719449750477
ENST00000224140	0.019787753915509868	0.03192686317407994	0.009821161378690171	0.03129750135863925	0.04221384159435
ENST00000262715	0.033006918168860484	0.03608065915911066	0.01639733606230696	0.025801136990472	0.04775212790274465
ENST00000358731	0.025337051321130802	0.025592744368060305	0.006618270363696022	0.026525988581102295	0.038709190143455155
ENST00000368586	0.0350262439463481	0.03008555477633637	0.013338979579275613	0.030412716405095762	0.04501808197066741
ENST00000272895	0.03417647538317881	0.060335146266796445	0.028287959302451777	0.05940384401934889	0.0685226206427477
ENST00000611816	0.11251177710778057	0.11052388222928418	0.11540504386348252	0.1669624743989721	0.17515034313858258
ENST00000399982	0.0962403633849155	0.12609800217242562	0.09218128455315763	0.07148277826017466	0.1333870879551744
ENST00000282041	0.04084568376759177	0.046825531762953565	0.03464159838014777	0.03590052576927994	0.06557201297886109
ENST00000294383	0.06675941935537727	0.0906955625060933	0.0652732698117819	0.09060432117722157	0.13415772329996892
ENST00000321725	0.052245413610522005	0.04967208120929404	0.04462096909457264	0.05027582971619243	0.07068448946336155
ENST00000419474	0.03330095150926808	0.040259592132218955	0.012220757661905687	0.04147919884051079	0.056157146179065406
ENST00000409792	0.041147384134975394	0.03981131628182183	0.029182722103607953	0.05228710271261546	0.06456255836107083
ENST00000325212	0.02535517233220632	0.02321037334825461	0.016441677670598873	0.02809610899257985	0.037857473316293376
ENST00000352632	0.09601616089597909	0.11817000679130138	0.08140588455967462	0.11148904092614703	0.09452152276294572
ENST00000356056	0.04055476853830856	0.04228575061950324	0.017158848806451337	0.059890674591683415	0.06770045383704949
ENST00000420124	0.050213029683240026	0.06973600196206506	0.02585201555998155	0.06635136120620082	0.08027083005773031
ENST00000403625	0.03954673334102994	0.03125453411408372	0.01854174697697706	0.038627899251861185	0.053108808455823824
ENST00000584436	0.03313196188534363	0.03203678672428581	0.023874844291221897	0.04127535349622556	0.056085378679847996
ENST00000407587	0.04364697187534579	0.035816245072958906	0.022383064286655662	0.033270649130244905	0.05160216646242804
ENST00000361445	0.12847909054961856	0.13064951991196888	0.16391793561951787	0.1243210831121978	0.17966212872721926
ENST00000572681	0.09130391700352097	0.07091530378575671	0.05693834281102273	0.09703154592846476	0.09042795040804448
ENST00000298910	0.038505128083538315	0.03110640564449042	0.016908297906183888	0.04257836071741453	0.0564664256306788
ENST00000277225	0.07566236803141903	0.06369526958342595	0.033947769433973284	0.055235440700061006	0.09381099846876263
ENST00000347230	0.034568794722409986	0.03871084990949705	0.022063991166720417	0.04592954724747108	0.05891375733538717
ENST00000630866	0.15358796127945742	0.10491676818067408	0.1047652345986912	0.09997190218988514	0.17093817569993505
ENST00000506447	0.03205212316067839	0.029218416961474196	0.023386218554181822	0.041109753104826466	0.045816329013602525
ENST00000637992	0.06391730487772286	0.048698135396105686	0.030791099687739135	0.057252076792949504	0.08664190414454827
ENST00000373344	0.06437017585416309	0.06374151878705162	0.045049224186111306	0.06800782299296326	0.09278103672311175
ENST00000358602	0.14265604108489605	0.1422539647326634	0.1398046547112697	0.14181151121266675	0.2080830065194879
ENST00000527559	0.06917866518536188	0.059021673987262734	0.03649037657042646	0.072987417353801	0.09949016861820048
ENST00000436978	0.042534454740174095	0.03616351500183556	0.03382472301464841	0.04567459035606615	0.0650719089590701
ENST00000397906	0.03994974128712836	0.05198625164914702	0.0336450730571755	0.04714283576448489	0.07543217209810368
ENST00000356956	0.0276541824707806	0.037727774040128746	0.031415203177614835	0.03675464385934546	0.05577121911405313
ENST00000237163	0.045371573244861435	0.0557484652279375	0.0355055349824545	0.05091665405152693	0.07699953265428805
ENST00000354785	0.06677941080832747	0.05647868789760723	0.029410545969312963	0.06784938250776114	0.08828352209557538
ENST00000405201	0.041308842251347164	0.05278706291523657	0.02204652739233349	0.05302056772649366	0.0697608193380595
ENST00000306749	0.03101179851296585	0.029105946568476163	0.026567677365265094	0.03876047844133484	0.05129844485146272
ENST00000338432	0.06220658913186854	0.07408772470028561	0.047742167420144345	0.06574048173145693	0.08330661027599437
ENST00000614293	0.04413412244583226	0.05995028408786931	0.032460260602380525	0.03765259117509964	0.07359590284079193
ENST00000388887	0.030577770770796656	0.03070379683135157	0.02401204025389299	0.03665316886896285	0.052504149590812885
ENST00000012134	0.06336405589789681	0.06275434394462466	0.04024747716637318	0.054418194882490854	0.08466060376385942
ENST00000621776	0.027797164236187482	0.01745889961781001	0.027236174589334403	0.03517183147957335	0.046691365931576315
ENST00000262367	0.05884519938642079	0.042570872742366296	0.07449701967152325	0.07685313938769572	0.100192009961527
ENST00000399262	0.04985006547952283	0.04938216821740473	0.0490927390230132	0.07753049514870915	0.08719264935866756
ENST00000397527	0.021995849929283905	0.026490014767615654	0.02419693139316358	0.030665293345939433	0.04554172162979183
ENST00000561311	0.08734948583378022	0.11517803881975615	0.05491200993635489	0.09117177697364931	0.10241487865366039
ENST00000263253	0.08154248261595319	0.06898388921502976	0.053164755333553734	0.10170301836698627	0.11496515410892386
ENST00000309041	0.039467836516908654	0.04513953741402518	0.020977994466941794	0.04974587159315363	0.06211419326653347
ENST00000301015	0.028444397946738732	0.02928775396090451	0.02078414367430658	0.03964661882982929	0.0492396801705056
ENST00000645567	0.03152701012818414	0.026421573421528524	0.006198258971126468	0.023960991499887146	0.04115324418453148
ENST00000356577	0.05328469866374355	0.025293972651876696	0.017948773245122725	0.04994736753183836	0.06738916507814759
ENST00000533211	0.060252654473597525	0.06770170340828086	0.04890527022172625	0.0698102456529067	0.08746391060676409
ENST00000372583	0.044582452992753846	0.04276924129109443	0.026975319346584797	0.049087561158862786	0.05936422427273649
ENST00000397909	0.05774717376856632	0.05992534338299411	0.045566013795340025	0.06862810407305953	0.08750311409344759
ENST00000317147	0.1536924261420512	0.1628066020731491	0.14300527743816818	0.19358626485136732	0.18646881215741126
ENST00000359106	0.042203013800505645	0.05518652439489738	0.02454398748160658	0.039575627789427976	0.0764213640462288
ENST00000615901	0.0814836283536591	0.08617989093751006	0.08844253266870022	0.11337085250734404	0.14857334947720746
ENST00000268712	0.042774413517944816	0.07959972461108221	0.04246976812361153	0.09444408990219344	0.10371455245365048
ENST00000281513	0.04695483056942458	0.05980496045963815	0.016618138918604697	0.033451430888179645	0.06858684868338881
ENST00000367478	0.09317864878207523	0.07840375362647149	0.04431023862011852	0.07123750833885871	0.10896900709669456
ENST00000261866	0.0409203575388449	0.034773957022317274	0.024669513896666197	0.03713707837115375	0.05813962578676346
ENST00000256646	0.07607315511378424	0.07646361067275591	0.0472516860018702	0.06163287444940366	0.10945215665687263
ENST00000304992	0.08360606124471393	0.08524279828827458	0.08654141407029906	0.08406891566334454	0.14320068760068078
ENST00000621958	0.020514095920266897	0.024035055073076354	0.014338374266963704	0.032401940584785245	0.0418022467239952
ENST00000334126	0.03566023719672527	0.03327491702939788	0.023509142040133983	0.030588749465451582	0.052347366202519736
ENST00000360256	0.03642915376852831	0.0309321853248746	0.022022488814072632	0.0344937358803792	0.05192213800662843
ENST00000374423	0.034946300491212896	0.03255156074825853	0.01976057654429218	0.034553464898124164	0.049271603251191363
ENST00000644917	0.04072110354614446	0.058139300518396275	0.025343301418231177	0.044950733165941135	0.06744131041003888
ENST00000367573	0.0504604107874605	0.05434766319532642	0.05231940834810905	0.07301604480194855	0.10598286348493453
ENST00000346991	0.02664644345762254	0.031944040836585925	0.01586257806660272	0.030155953179998144	0.04385772883393168
ENST00000651863	0.04978248245714536	0.05121949021935633	0.04046548828381622	0.06358759820351238	0.07079947396108324
ENST00000313050	0.03436494953059579	0.030135330590648313	0.012632672334992157	0.03248200696479468	0.04521909522907861
ENST00000280979	0.044472899089476395	0.03504384030697584	0.014425516555559296	0.04150423471453387	0.0618783220892716
ENST00000333229	0.0677180442072384	0.06308990805999072	0.03929688895371017	0.06651813116394022	0.08284278475030972
ENST00000399151	0.049350182195760255	0.04528331761893341	0.04747617532312839	0.05348856655366044	0.07981781053907702
ENST00000373855	0.02742471369376451	0.036795418594773345	0.03057150884055564	0.04706514254120261	0.05568931469324977
ENST00000371380	0.038525034048052895	0.043907711298904674	0.029184239171805387	0.041092795931136405	0.06260887863455505
ENST00000426837	0.04258239106914372	0.04701971144524679	0.047894635960625445	0.04546737952910948	0.07301293633106155
ENST00000304743	0.03808782231493625	0.07163331303685545	0.03738474137071545	0.05704697759771693	0.08186907737509683
ENST00000370225	0.05305337327582387	0.0512944211949056	0.02788003938668064	0.05653325937480303	0.06901562688315711
ENST00000233607	0.03763293208164296	0.03730917726595795	0.03128399023000726	0.05622642425691593	0.06554437159010543
ENST00000382751	0.031241522591750552	0.02699626545432446	0.02890537314200775	0.03572014916458406	0.05114791608698457
ENST00000327337	0.08074397045571836	0.08156070283056274	0.05394049212635562	0.06510981431701614	0.09764866578381456
ENST00000296564	0.035486446303066084	0.02710169283302259	0.025359138159217972	0.039823645838177324	0.04857946575373465
ENST00000269197	0.04190565792579479	0.03858004966307713	0.03219174771603591	0.0448262888413507	0.06467299673578257
ENST00000528896	0.05289714556155854	0.0648196653245048	0.041991072062161315	0.05301009786416801	0.08212668097185186
ENST00000356847	0.03175817593855111	0.051089752186148	0.023372453397766408	0.04147148629306913	0.060253961735538514
ENST00000299687	0.028923167277226675	0.038357676602723774	0.028770888715991025	0.03966802285327513	0.05254924170602865
ENST00000266070	0.03822242365096808	0.027241855510883834	0.03748804702686348	0.0609053734510733	0.06883576479448152
ENST00000316407	0.04242539039428319	0.03746007347915923	0.029737437007804977	0.04773916513118706	0.06208197516376318
ENST00000374736	0.07076548338563257	0.06438525472667748	0.03091914804942745	0.07565143176724158	0.08804400639483038
ENST00000264705	0.09029982078549181	0.09006313671067609	0.07010522797619628	0.13226194296102914	0.11659528269722894
ENST00000260818	0.09713981562953329	0.08658126939408704	0.050847460502096396	0.08818153188154161	0.11683754853001593
ENST00000320574	0.05520674022615086	0.0579536170285694	0.04830194302235109	0.06698636004138174	0.08571813036854782
ENST00000409709	0.062462352341848854	0.057832799083348874	0.05047121395490245	0.051043610405090055	0.0880454585303839
ENST00000640769	0.04241256205934229	0.028172300621413925	0.02632344882272388	0.03634411421219193	0.055453055296191024
ENST00000260197	0.06798553556135047	0.03285891945902096	0.02306363742046052	0.06208762281182582	0.07545878651879023
ENST00000369162	0.07407371292011554	0.07075897521692831	0.040046461025653145	0.08581739095512109	0.09826188305038011
ENST00000642948	0.04917222847161313	0.056099381685858804	0.019420555147846408	0.0585240958294029	0.07007260082709507
ENST00000357304	0.0530285737089299	0.0512970255729568	0.029129397123592964	0.05476726059359555	0.07233340894630802
